Codes,New_Code,Borough,Names,Population_and_Age_Age_structure_(percentage)__2013_Aged_015,Population_and_Age_Age_structure_(percentage)__2013_Aged_1664,Population_and_Age_Age_structure_(percentage)__2013_Aged_65+,Population_and_Age_Aged_015_2013,Population_and_Age_Aged_1664_2013,Population_and_Age_Aged_65+_2013,Population_and_Age_All_ages_2013,Population_and_Age_Mean_age_2013,Population_and_Age_Median_age_2013,Area_and_Density_Population_density_(persons_per_sq_km)_2013,Diversity_Ethnic_Group_5_groups__2011_Census_White,Diversity_Ethnic_Group_5_groups__2011_Census_Mixed,Diversity_Ethnic_Group_5_groups__2011_Census_Asian_or_Asian_British,Diversity_Ethnic_Group_5_groups__2011_Census_Black_or_Black_British,Diversity_Ethnic_Group_5_groups__2011_Census_Other,Births_and_deaths_Births_2013,Births_and_deaths_Deaths_2013,Births_and_deaths_Standardised_Mortality_Ratio_(SMR)_2013,Life_Expectancy_Life_expectancy_at_age_65_(all_persons)_20092013,House_Prices_Median_House_Price_2013,Household_Income_Mean_Modelled_Household_income_(£)_2012/13,"Crime_Burglary,_Burglary_In_A_Dwelling_(2014)_","Crime_Burglary,_Burglary_In_Other_Buildings_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Dwelling_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Motor_Vehicle_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Other_Building_(2014)_","Crime_Drugs,_Drug_Trafficking_(2014)_","Crime_Drugs,_Possession_Of_Drugs_(2014)_","Crime_Robbery,_Business_Property_(2014)_","Crime_Robbery,_Personal_Property_(2014)_","Crime_Sexual_Offences,_Rape_(2014)_","Crime_Theft_&_Handling,_Handling_Stolen_Goods_(2014)_","Crime_Theft_&_Handling,_Motor_Vehicle_Interference_&_Tampering_(2014)_","Crime_Theft_&_Handling,_Theft_From_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft_From_Shops_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Pedal_Cycle_(2014)_","Crime_Violence_Against_The_Person,_Assault_With_Injury_(2014)_","Crime_Violence_Against_The_Person,_Common_Assault_(2014)_","Crime_Violence_Against_The_Person,_Harassment_(2014)_","Crime_Violence_Against_The_Person,_Offensive_Weapon_(2014)_","Crime_Violence_Against_The_Person,_Wounding/GBH_(2014)_",Crime_Total_crime_rate_2013/14,Crime_Total_crime_(numbers)_2013/14
00BCGB,E05000498,Redbridge,Chadwell,24.57912458,64.98316498,10.1010101,3650,9450,1500,14600,33.91676776,32,9900,6145,799,4646,2365,302,274,119,128.3,18.93353411,247750,45180,166,23,14,34,6,1,68,2,19,4,2,8,74,6,42,6,69,78,87,3,29,63.8947297,942
00BCGC,E05000499,Redbridge,Church End,18.82845188,68.61924686,12.13389121,2250,8100,1450,11800,37.07731656,35,7966.666667,8461,605,1753,515,182,172,71,82.1,21.23211112,315000,57150,65,22,5,26,5,0,33,2,18,3,0,12,100,60,54,4,32,36,64,1,17,65.51027282,779
00BCGD,E05000500,Redbridge,Clayhall,20.4379562,64.59854015,14.96350365,2800,8700,2000,13500,37.89684625,36,5480,3839,338,8096,626,342,147,65,60.2,22.79845063,347500,51550,130,23,11,21,0,3,62,3,23,4,2,19,77,13,56,5,24,52,53,5,19,46.94835681,642
00BCGE,E05000501,Redbridge,Clementswood,26.625387,65.94427245,7.430340557,4300,10350,1200,15850,30.66629513,29,12423.07692,2311,475,9717,1596,567,332,55,81.5,20.22064939,217500,37160,57,58,26,58,26,7,138,10,68,12,7,11,103,204,39,33,173,180,194,12,101,133.2875086,2138
00BCGF,E05000502,Redbridge,Cranbrook,20.59925094,66.66666667,12.7340824,2750,8700,1650,13100,36.08899543,33,5562.5,3144,384,7825,1035,392,216,105,107.9,19.92067806,355000,47260,96,21,13,20,4,5,149,1,34,1,0,16,75,17,41,6,52,78,56,4,25,67.50927117,894
00BCGG,E05000503,Redbridge,Fairlop,20.76923077,65.38461538,13.46153846,2650,8450,1750,12850,37.19853677,36,3611.111111,8217,465,2843,842,263,215,98,112.1,20.65424269,265000,46300,73,14,12,46,3,7,39,4,28,2,2,4,45,29,37,14,66,63,82,6,28,67.26837923,874
00BCGH,E05000504,Redbridge,Fullwell,21.05263158,63.15789474,15.78947368,2800,8250,2050,13100,38.20502974,37,6045.454545,6648,519,4199,1158,386,190,85,73.1,22.30962923,275000,43880,98,16,23,35,2,4,47,3,32,4,4,5,57,36,43,4,65,67,83,4,22,59.73986691,791
00BCGJ,E05000505,Redbridge,Goodmayes,24.44444444,67.03703704,8.148148148,3300,8950,1100,13300,32.72434757,31,8437.5,3237,498,7350,1436,548,259,47,84,20.02297215,249997.5,41520,116,21,21,50,4,5,85,2,38,13,2,9,54,5,70,9,65,72,80,3,29,63.840882,857
00BCGK,E05000506,Redbridge,Hainault,22.96296296,62.59259259,14.44444444,3050,8400,1900,13350,36.7462919,36,2410.714286,9092,678,1780,1216,187,188,127,112.8,19.68881615,225000,38700,98,18,23,35,5,3,53,3,16,10,1,13,34,12,57,4,81,58,86,2,23,53.7666394,725
00BCGL,E05000507,Redbridge,Loxford,28.93982808,63.89684814,7.163323782,5000,10950,1250,17200,30.22649719,28,13423.07692,2738,606,9917,2621,662,388,91,118.6,17.42022885,223000,35150,100,20,21,58,12,14,148,1,70,8,5,12,98,29,43,7,103,147,152,13,66,84.48027642,1512
00BCGM,E05000508,Redbridge,Mayfield,24.19928826,64.41281139,11.74377224,3400,8850,1650,13900,34.56281086,32,7394.736842,3652,459,7916,1255,390,266,79,87.9,20.07481488,260000,43790,111,19,17,39,1,8,74,0,19,6,1,14,79,4,57,5,57,69,75,3,18,58.95788722,827
00BCGN,E05000509,Redbridge,Monkhams,16.82242991,61.68224299,21.4953271,1800,6550,2250,10600,43.0202482,44,3451.612903,8219,353,1405,312,133,111,100,76.6,20.92128807,440000,62140,81,37,6,23,4,0,16,0,17,0,1,10,83,16,38,5,32,22,24,2,7,42.54920337,454
00BCGP,E05000510,Redbridge,Newbury,24.92836676,65.61604585,9.169054441,4300,11300,1600,17200,33.28821437,31,8309.52381,3814,652,10092,1647,555,267,68,80.3,22.41355786,270000,43690,130,22,22,49,4,0,72,4,34,2,1,14,76,5,71,2,66,67,76,8,29,50.89337176,883
00BCGQ,E05000511,Redbridge,Roding,23.2,66,10.8,2850,8200,1300,12350,35.2964,35,5434.782609,7564,700,2232,1263,285,181,56,83.2,21.14625394,306262.5,50980,85,23,19,24,4,1,23,6,15,2,2,9,60,2,45,3,21,46,58,3,13,53.27342747,664
00BCGR,E05000512,Redbridge,Seven Kings,24.3902439,66.46341463,8.841463415,3950,10750,1500,16200,32.85468521,31,7809.52381,3527,615,8766,1663,593,309,79,92.6,19.9705254,255000,42350,90,35,33,35,27,7,71,2,44,8,7,12,76,110,44,13,131,132,119,9,75,84.7738139,1383
00BCGS,E05000513,Redbridge,Snaresbrook,16.39344262,66.39344262,17.21311475,2000,7950,2050,12050,40.3313963,38,6100,8282,529,2370,495,189,169,117,87.1,20.86701357,300000,56800,68,47,5,27,5,2,27,6,12,2,1,20,66,29,65,13,36,29,54,2,13,56.10941748,681
00BCGT,E05000514,Redbridge,Valentines,24.91582492,66.32996633,8.754208754,3700,9650,1300,14650,32.60091589,31,9900,3163,518,8786,1209,447,334,72,102.2,19.81050925,201000,42870,85,57,29,50,9,4,130,2,78,20,2,8,108,200,42,9,108,125,133,8,65,100.8061784,1487
00BCGU,E05000515,Redbridge,Wanstead,19.83122363,64.55696203,15.61181435,2300,7550,1850,11700,39.50054903,40,2278.846154,8076,633,1924,739,171,161,75,73.6,21.27744695,471250,58560,115,20,11,42,1,3,74,3,26,5,1,26,114,5,54,15,23,33,30,1,20,72.75660073,858
00BDFW,E05000516,Richmond upon Thames,Barnes,20.47619048,64.28571429,15.23809524,2100,6750,1600,10450,39.04535061,39,3500,8828,376,660,158,277,116,80,88.2,22.86243605,1000000,80160,75,38,5,25,3,2,20,0,10,3,0,19,101,16,41,22,18,22,38,1,10,55.33934504,584
00BDFX,E05000517,Richmond upon Thames,East Sheen,23.33333333,61.9047619,14.76190476,2450,6450,1550,10450,38.19710807,39,1810.344828,9387,327,416,72,146,169,50,56.3,24.02695953,788750,81320,42,54,6,19,11,1,11,1,3,2,0,10,59,46,38,23,14,21,40,0,5,46.85866363,493
00BDFY,E05000518,Richmond upon Thames,Fulwell and Hampton Hill,21.3592233,65.04854369,13.59223301,2200,6650,1400,10250,38.07713953,39,5421.052632,9129,318,474,108,102,158,84,99.3,19.72936816,493230,68550,34,50,5,42,3,1,11,0,6,1,0,7,37,14,19,22,33,26,41,1,7,43.77723971,452
00BDFZ,E05000519,Richmond upon Thames,"Ham, Petersham & Richmond Riverside",18.95734597,63.507109,17.53554502,2000,6650,1850,10500,40.43408208,40,1122.340426,8678,393,760,218,268,119,89,81.8,21.11027475,475000,62050,31,71,14,30,12,1,20,2,9,8,1,11,46,7,28,40,31,36,50,1,23,45.8159788,485
00BDGA,E05000520,Richmond upon Thames,Hampton,19.60784314,63.23529412,17.15686275,2000,6400,1750,10150,40.343095,41,1478.26087,8856,301,633,104,91,135,85,85.2,20.37580478,420500,65120,34,71,14,21,3,0,24,0,10,4,3,6,50,16,11,23,25,28,31,2,10,50.70118662,518
00BDGB,E05000521,Richmond upon Thames,Hampton North,19.27083333,64.0625,16.66666667,1850,6100,1600,9550,39.77932757,40,5052.631579,7858,339,846,216,128,128,102,115.1,21.80286582,313500,53560,35,21,17,38,9,4,12,1,6,4,0,4,53,36,6,7,39,42,61,1,9,50.55653802,486
00BDGC,E05000522,Richmond upon Thames,Hampton Wick,20.47619048,65.23809524,13.80952381,2150,6900,1450,10450,38.41775532,39,3888.888889,9054,347,515,160,145,114,74,87.7,22.50825454,420750,65130,28,47,13,44,6,1,46,2,8,5,1,5,35,1,11,33,25,20,36,0,14,49.48610582,520
00BDGD,E05000523,Richmond upon Thames,Heathfield,19.90521327,64.4549763,15.63981043,2100,6800,1650,10500,38.17939004,37,5552.631579,7174,381,2174,387,197,165,78,95.4,21.01506764,335500,49870,52,43,19,29,6,14,20,0,9,5,2,13,43,2,19,21,46,50,63,7,24,43.70398339,465
00BDGE,E05000524,Richmond upon Thames,Kew,20.60085837,64.80686695,14.59227468,2400,7500,1700,11600,38.67367969,39,3236.111111,9687,437,928,156,228,155,66,66.5,24.68002415,595000,74260,74,49,12,20,5,0,8,1,2,4,2,15,89,106,26,34,26,27,53,2,7,56.5940662,660
00BDGF,E05000525,Richmond upon Thames,Mortlake and Barnes Common,21.71945701,65.61085973,12.66968326,2450,7200,1400,11000,36.93359234,37,5815.789474,9643,452,466,160,198,225,38,52.9,22.10343055,591500,70740,85,38,14,31,1,0,24,0,6,0,0,18,122,19,42,35,22,30,61,2,8,62.2631294,689
00BDGG,E05000526,Richmond upon Thames,North Richmond,19.17808219,66.66666667,13.69863014,2100,7250,1500,10900,38.20018273,37,3910.714286,8981,463,827,189,189,176,52,61.6,23.9362096,508312.5,72050,54,44,9,37,8,2,15,0,6,3,0,12,73,12,19,20,35,35,66,1,15,53.00611258,581
00BDGH,E05000527,Richmond upon Thames,St. Margarets & North Twickenham,22.51082251,68.3982684,9.523809524,2600,7850,1100,11500,35.27373336,36,5775,9796,419,689,105,163,234,43,76.1,23.37594822,550000,75550,38,77,11,34,2,0,60,0,3,3,2,10,60,7,25,36,27,30,43,3,10,50.90156156,590
00BDGJ,E05000528,Richmond upon Thames,South Richmond,17.19457014,68.32579186,14.47963801,1850,7550,1550,11000,38.7080841,37,4092.592593,9399,436,647,108,230,175,75,86.7,21.91714798,528000,75230,55,57,13,31,13,2,63,1,8,4,2,9,83,246,28,74,58,55,72,3,30,113.0984643,1253
00BDGK,E05000529,Richmond upon Thames,South Twickenham,18.71921182,69.95073892,11.33004926,1950,6950,1150,10050,36.59285152,36,5970.588235,9021,335,419,99,113,158,37,61.6,22.6468733,471000,72960,28,31,12,19,4,1,7,0,10,2,5,8,18,7,10,30,26,25,30,0,11,42.86419753,433
00BDGL,E05000530,Richmond upon Thames,Teddington,19.43127962,66.3507109,14.69194313,2000,6950,1550,10500,38.98086034,39,2453.488372,9412,315,421,85,97,134,80,93.8,21.04577753,494000,71610,26,60,9,15,12,0,8,2,0,0,1,5,42,55,19,41,25,29,45,3,7,48.06054872,508
00BDGM,E05000531,Richmond upon Thames,Twickenham Riverside,17.84037559,69.01408451,13.14553991,1950,7250,1350,10550,38.20090166,37,5325,9323,342,534,97,100,162,88,105.6,19.71939115,420000,72910,33,59,14,24,18,2,35,1,6,2,0,8,17,38,14,47,61,59,61,3,26,74.42604441,791
00BDGN,E05000532,Richmond upon Thames,West Twickenham,22.42990654,65.42056075,12.61682243,2400,6950,1350,10650,36.80511719,37,4280,8844,434,895,186,169,174,63,87.7,21.72508521,402000,62320,59,65,11,13,6,2,12,0,11,3,1,14,38,8,13,19,27,31,50,2,15,42.9567643,463
00BDGP,E05000533,Richmond upon Thames,Whitton,19,63.5,17.5,1900,6300,1750,9950,39.46839109,39,6250,7655,365,1303,208,221,127,94,95.5,20.92487404,349000,57850,51,47,8,26,2,4,21,0,7,3,1,17,45,21,5,14,35,17,45,1,4,40.91816367,411
00BEGC,E05000534,Southwark,Brunswick Park,19.47565543,73.4082397,7.116104869,2650,9800,950,13400,33.3810914,32,14833.33333,6157,833,1020,4632,532,266,58,110.2,21.12985046,358000,46940,107,47,48,26,25,12,185,2,36,18,3,29,82,8,54,53,99,146,96,7,45,96.20707713,1287
00BEGD,E05000535,Southwark,Camberwell Green,21.03559871,71.5210356,7.443365696,3300,11100,1100,15500,33.49896561,32,15450,5843,952,1215,6374,648,258,91,150.1,17.07753419,232965,41140,78,51,26,47,17,30,133,9,79,12,4,20,77,62,58,41,157,148,145,12,79,104.6376437,1622
00BEGE,E05000536,Southwark,Cathedrals,10.15384615,82.76923077,7.076923077,1650,13450,1150,16250,33.47042895,29,9027.777778,9203,860,2101,2386,391,178,75,108.1,19.587022,547500,52610,69,193,32,49,36,19,179,3,98,14,6,27,79,92,77,148,114,161,128,10,77,198.5325852,3220
00BEGF,E05000537,Southwark,Chaucer,14.55696203,80.06329114,5.379746835,2300,12700,800,15800,31.63961224,29,19750,7597,888,2606,3483,604,183,49,99.7,20.58231449,370000,48920,62,95,32,48,14,10,168,2,59,10,3,15,75,93,42,69,108,109,142,12,61,132.2214471,2085
00BEGG,E05000538,Southwark,College,20.76271186,67.37288136,11.86440678,2450,8000,1400,11850,36.69768232,36,3687.5,7483,740,914,2446,229,209,61,75.3,22.50515016,290000,55720,89,49,17,30,3,2,28,1,36,6,3,10,74,1,50,19,34,49,65,3,18,83.10038119,981
00BEGH,E05000539,Southwark,East Dulwich,18.7755102,72.24489796,8.979591837,2350,8850,1100,12300,35.60787029,35,12250,8851,752,680,1845,193,290,50,74.5,21.12582995,435000,64860,77,16,6,37,9,3,28,5,20,4,1,15,87,31,41,25,45,54,54,5,15,68.87838278,845
00BEGJ,E05000540,Southwark,East Walworth,17.71653543,74.01574803,8.267716535,2300,9450,1050,12750,33.318844,30,11545.45455,5566,778,1185,3523,505,188,42,76.2,19.20697927,250000,40110,87,58,32,57,25,4,197,6,122,10,5,16,82,149,27,64,157,174,134,20,87,164.699402,2095
00BEGK,E05000541,Southwark,Faraday,22.86821705,69.76744186,7.364341085,3000,9000,950,12950,32.81453673,31,14333.33333,5052,825,1236,5173,553,280,51,96.1,21.80624623,297500,39800,82,45,51,28,8,5,135,5,60,6,2,7,62,67,28,30,97,91,100,5,50,90.50823857,1176
00BEGL,E05000542,Southwark,Grange,13.93939394,80,6.060606061,2350,13300,1000,16600,32.72097106,30,13750,9360,930,1621,2895,556,187,86,137.4,17.57494139,395000,49920,71,144,35,46,23,10,140,10,69,10,3,8,89,24,71,74,94,113,130,6,58,116.5840687,1935
00BEGM,E05000543,Southwark,Livesey,22.75862069,68.27586207,8.965517241,3350,9950,1300,14550,33.25682006,31,10357.14286,5346,930,999,6229,625,242,55,79.1,20.77819901,286250,37520,90,62,35,46,12,18,135,8,39,11,6,29,106,73,66,27,115,106,108,16,86,92.32886137,1344
00BEGN,E05000544,Southwark,Newington,17.17171717,74.41077441,8.417508418,2550,11100,1250,14900,34.10637724,31,18562.5,7318,925,1265,4054,574,200,59,83.8,20.08890488,320000,44150,66,41,42,54,23,19,207,12,69,10,9,6,64,68,36,42,117,115,126,12,61,98.43792082,1467
00BEGP,E05000545,Southwark,Nunhead,20.0729927,71.16788321,8.759124088,2800,9750,1250,13750,34.80046691,33,10538.46154,6059,1029,815,5315,402,280,107,150.7,17.09493728,345000,43310,80,17,29,37,13,19,91,1,35,7,3,14,65,14,33,16,84,80,87,5,36,71.3504049,978
00BEGQ,E05000546,Southwark,Peckham,23.66666667,69.66666667,7,3550,10450,1050,15050,32.19086971,30,16666.66667,4295,1045,1341,7413,626,292,61,107.7,18.92259329,226000,38900,66,29,29,34,12,32,146,3,57,19,8,18,81,48,34,56,120,134,106,8,71,90.0858912,1355
00BEGR,E05000547,Southwark,Peckham Rye,21.18959108,70.63197026,8.178438662,2850,9550,1100,13500,34.50713436,34,5847.826087,8673,843,643,3137,222,281,59,88.5,20.292308,329995,56040,73,21,23,45,14,8,43,3,23,9,0,9,61,4,44,26,54,55,70,4,23,60.51167964,816
00BEGS,E05000548,Southwark,Riverside,13.22580645,80.64516129,6.451612903,2050,12500,1000,15550,34.34727683,32,11923.07692,9898,704,1392,1942,454,200,60,98.6,20.17220425,480000,56470,44,99,26,37,20,7,119,2,73,5,3,11,89,56,49,90,73,96,118,1,45,133.4493202,2071
00BEGT,E05000549,Southwark,Rotherhithe,17.36111111,75.69444444,7.291666667,2550,10900,1050,14450,33.22562751,31,9600,8122,711,1985,2436,489,251,63,96.3,18.97645915,385500,47830,61,68,28,48,10,5,101,9,37,6,2,16,86,117,42,83,85,96,122,7,33,107.2518026,1547
00BEGU,E05000550,Southwark,South Bermondsey,20.28469751,72.24199288,7.473309609,2850,10250,1050,14150,33.11978648,31,14050,7609,813,1201,3557,600,223,65,105.5,20.28424623,230000,40280,59,43,45,40,15,14,95,7,50,13,1,12,82,106,61,41,119,75,137,9,55,93.22935129,1316
00BEGW,E05000551,Southwark,South Camberwell,19.84435798,72.76264591,7.392996109,2550,9500,950,12950,33.2624318,32,9884.615385,7061,850,1033,3293,392,243,45,81.3,22.35934602,355000,53610,43,24,21,28,3,7,37,2,37,4,0,13,79,36,33,25,48,58,57,3,18,59.58007283,769
00BEGX,E05000552,Southwark,Surrey Docks,12.4567474,81.31487889,5.882352941,1800,11800,900,14500,33.87589119,32,7605.263158,9283,646,1976,1213,317,195,40,76.4,19.19604325,362000,59870,49,71,18,26,4,5,49,2,39,4,0,16,80,3,44,42,46,43,47,3,20,61.98118428,896
00BEGY,E05000553,Southwark,The Lane,20.75471698,70.44025157,8.805031447,3300,11200,1450,15950,34.15831814,33,11357.14286,7668,1008,1226,5244,419,309,75,90.7,20.52717341,345250,49140,88,71,41,54,30,39,169,9,91,11,8,20,99,158,38,89,159,176,169,14,79,127.6048205,2034
00BEGZ,E05000554,Southwark,Village,22.48995984,65.86345382,11.64658635,2900,8150,1450,12450,36.76190859,37,4446.428571,9905,716,738,921,122,152,46,56.6,22.64166312,850000,80780,102,36,10,33,10,1,34,4,33,6,4,22,88,11,39,32,25,30,43,1,15,70.00161108,869
00BFGC,E05000555,Sutton,Beddington North,20.85308057,64.92890995,14.21800948,2200,6800,1500,10500,38.46011167,39,2110,7885,357,1153,816,98,123,58,76.3,21.27060053,264950,48270,63,44,6,29,4,1,19,1,11,6,1,4,82,30,18,9,43,52,49,3,16,61.12054329,648
00BFGD,E05000556,Sutton,Beddington South,20.90909091,64.09090909,15,2350,6900,1650,10850,38.03287197,38,3548.387097,7593,487,1673,785,129,105,67,87.2,21.08635821,352000,43390,78,24,28,36,0,2,24,0,7,3,4,6,43,17,22,12,62,42,37,0,20,63.03019247,691
00BFGE,E05000557,Sutton,Belmont,17.87439614,64.25120773,17.39130435,1900,6600,1800,10300,40.20663957,40,4500,7820,358,1333,404,133,116,75,79.6,21.06376426,246000,55230,40,29,13,33,7,2,14,0,1,2,2,7,32,0,5,6,36,26,29,0,9,29.73259967,308
00BFGF,E05000558,Sutton,Carshalton Central,18.75,66.34615385,14.90384615,2000,6800,1500,10300,39.08106549,39,5200,8666,380,615,295,83,142,77,94.3,21.30508686,290000,52290,44,37,5,19,4,0,21,3,10,7,2,4,66,13,10,8,40,31,32,1,17,47.86209553,497
00BFGG,E05000559,Sutton,Carshalton South and Clockhouse,20.79207921,62.87128713,16.33663366,2100,6350,1650,10050,39.42031142,41,1422.535211,8096,297,846,400,76,100,82,94.4,20.83164218,345475,55240,41,20,5,34,3,2,5,0,1,5,0,2,56,15,8,2,30,18,40,0,3,34.37037037,349
00BFGH,E05000560,Sutton,Cheam,19.90521327,59.71563981,20.37914692,2050,6350,2100,10500,41.60087386,43,2705.128205,8108,333,1511,216,117,83,115,100.1,19.90634581,365000,58070,43,25,6,20,3,0,12,0,1,3,0,4,60,30,5,7,23,20,29,1,8,33.98149896,360
00BFGJ,E05000561,Sutton,Nonsuch,17.88990826,63.76146789,18.34862385,1950,6950,2000,10900,41.07788162,42,5736.842105,9011,267,1082,156,125,109,78,70.9,23.54817499,351000,52920,38,18,5,16,4,1,16,2,12,1,1,6,55,34,8,10,24,35,20,0,14,40.40496169,442
00BFGK,E05000562,Sutton,St. Helier,23.98373984,65.04065041,10.56910569,3000,7900,1300,12200,34.71235443,34,8200,8898,487,1529,853,182,185,67,92.8,20.45621171,213475,37720,39,49,46,66,7,7,37,1,16,6,1,9,52,19,19,24,70,95,103,5,40,61.90089358,762
00BFGL,E05000563,Sutton,Stonecot,19.54545455,65,15.45454545,2150,7100,1700,10950,39.26733842,40,5500,8469,289,1484,357,113,97,72,87.4,19.41183039,295000,48160,47,41,4,23,5,0,19,0,11,0,0,7,75,43,13,10,28,34,31,4,15,41.41743701,457
00BFGM,E05000564,Sutton,Sutton Central,20.1754386,68.85964912,11.40350877,2300,7750,1300,11350,36.01681261,35,8769.230769,8348,448,1355,666,176,214,76,101.7,19.98528263,215000,43470,31,56,18,69,35,6,87,2,29,8,8,16,78,423,24,21,161,133,115,10,56,154.0880503,1765
00BFGN,E05000565,Sutton,Sutton North,20.18779343,62.44131455,17.37089202,2150,6550,1800,10550,39.50127011,39,5605.263158,8085,410,1257,493,110,151,85,87.1,20.68284495,250000,46630,43,22,10,31,6,5,19,0,18,3,1,7,75,33,10,7,44,38,47,3,11,46.5970065,495
00BFGP,E05000566,Sutton,Sutton South,16.08040201,66.33165829,17.5879397,1600,6550,1750,9900,40.31275803,37,7653.846154,7254,376,1293,412,264,178,139,120.1,18.57940452,211000,49870,45,30,5,13,7,1,10,1,4,8,1,5,38,11,7,8,35,38,33,3,8,38.29573935,381
00BFGQ,E05000567,Sutton,Sutton West,17.88990826,67.43119266,14.22018349,2000,7300,1550,10850,38.47256686,37,6055.555556,8116,405,1493,363,159,170,87,99.3,20.21748782,240000,51470,20,13,2,24,3,1,19,0,4,3,0,2,43,2,5,5,34,43,42,1,9,30.89475614,337
00BFGR,E05000568,Sutton,The Wrythe,19.52380952,66.19047619,13.80952381,2100,6900,1450,10450,37.81264905,38,7000,8443,371,718,540,91,155,83,118,18.83090558,225500,44940,42,34,13,35,3,0,24,1,17,7,0,7,55,5,23,15,38,52,45,1,16,51.3649767,540
00BFGS,E05000569,Sutton,Wallington North,19.6347032,66.66666667,13.24200913,2200,7200,1450,10850,37.8269266,38,6843.75,8562,450,1005,528,105,172,67,89.6,20.60090125,235000,47500,50,19,12,44,2,1,21,0,14,1,0,5,61,19,16,3,35,49,61,1,22,59.57602339,652
00BFGT,E05000570,Sutton,Wallington South,18.39622642,64.1509434,17.45283019,1950,6700,1850,10500,40.19850718,39,6235.294118,8028,440,1073,563,96,132,102,86.2,20.37370449,235000,46490,38,34,7,17,13,3,19,5,7,4,1,5,57,48,16,1,37,50,56,2,12,59.03432667,627
00BFGU,E05000571,Sutton,Wandle Valley,23.96694215,66.52892562,9.090909091,2900,8000,1100,12050,33.8120761,33,5761.904762,8743,550,1162,1043,132,213,66,109.6,18.98904523,210000,39290,45,65,22,61,15,4,24,2,14,5,1,10,45,2,39,8,62,63,96,6,24,52.67496497,639
00BFGW,E05000572,Sutton,Worcester Park,21.33891213,64.43514644,14.22594142,2550,7650,1700,11900,37.41331101,37,5975,9324,429,1453,230,219,193,67,78.8,21.59330995,275000,50070,49,39,15,36,7,0,23,0,7,7,0,12,44,2,19,8,48,49,60,2,15,32.44640921,390
00BGFW,E05000573,Tower Hamlets,Bethnal Green North,17.54385965,75.43859649,6.666666667,2600,10800,950,14350,32.24310478,30,17812.5,6920,627,4865,918,353,223,83,139.1,18.08307742,305000,47380,68,87,36,34,18,11,124,6,68,10,7,12,73,48,53,116,104,141,148,11,65,118.3163479,1696.990076
00BGFX,E05000574,Tower Hamlets,Bethnal Green South,19.04761905,76.19047619,5.102040816,2850,11200,750,14800,30.22624711,28,16333.33333,5054,512,7360,960,280,258,43,99.5,18.40540355,280000,43160,72,79,31,40,23,11,194,4,68,11,7,11,69,59,45,104,116,169,142,10,61,128.485585,1904.417786
00BGFY,E05000575,Tower Hamlets,Blackwall and Cubitt Town,18.03278689,77.04918033,4.683840749,3950,16550,1000,21500,30.84360212,30,7116.666667,9643,894,7031,1390,503,386,45,75.5,19.95158719,360000,56890,50,48,38,49,20,4,57,5,35,8,0,11,90,26,48,43,96,107,146,5,38,52.14239242,1123.758705
00BGFZ,E05000576,Tower Hamlets,Bow East,17.37704918,75.40983607,7.213114754,2700,11550,1100,15350,32.69824193,30,8026.315789,8889,808,3376,1414,294,243,62,95.6,18.76120231,305000,48110,118,95,32,50,15,7,48,4,56,7,1,24,93,21,87,57,84,102,137,5,53,100.6322101,1545
00BGGA,E05000577,Tower Hamlets,Bow West,19.17293233,72.93233083,7.894736842,2600,9750,1050,13400,32.85738974,30,10230.76923,7668,632,3486,937,216,211,50,89.1,20.04376707,365000,53680,73,27,26,45,12,6,191,5,68,4,1,12,51,21,84,75,56,110,84,3,45,118.0291153,1583
00BGGB,E05000578,Tower Hamlets,Bromley-by-Bow,24.92668622,69.79472141,5.278592375,4350,11900,900,17150,29.29080258,28,15500,4285,567,7545,1731,352,349,53,89.7,20.96564926,270000,42100,106,53,37,62,10,9,51,4,62,8,3,13,93,56,62,53,122,122,119,5,37,77.17847158,1325.195232
00BGGC,E05000579,Tower Hamlets,East India and Lansbury,26.6025641,66.98717949,6.41025641,4150,10550,1000,15750,30.34989118,28,13000,5401,598,6815,1734,311,330,83,132.8,18.05454651,260000,39370,100,71,40,68,19,2,76,3,71,12,6,19,118,38,97,45,121,176,204,14,59,90.24514162,1422.082401
00BGGD,E05000580,Tower Hamlets,Limehouse,22.12121212,72.12121212,6.060606061,3700,11950,1000,16600,31.11296285,30,15000,6898,628,6853,1294,313,359,85,148.2,16.42521037,315000,47410,77,64,32,58,16,2,84,5,80,10,2,18,106,17,59,68,111,126,147,7,49,79.41477512,1319.756667
00BGGE,E05000581,Tower Hamlets,Mile End and Globe Town,18.35443038,75.63291139,6.329113924,2950,12000,950,15900,30.2847745,27,17555.55556,7204,624,6001,993,368,242,61,105,18.26462132,294000,44940,70,62,24,41,16,11,115,1,55,11,5,10,59,43,34,70,109,160,116,9,43,88.17610063,1403.527378
