Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2016-06-26T16:30:00+00:00,False,,51.479776,0.087731,Male,10-17,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,,
Person search,2016-06-26T16:30:00+00:00,False,,51.530719,0.142183,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T16:30:00+00:00,False,,51.556173,-0.292769,Male,18-24,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T16:30:00+00:00,False,,51.500747,-0.118963,Male,18-24,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T16:30:00+00:00,False,,51.479776,0.087731,Male,10-17,Not Stated (NS),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T16:30:00+00:00,False,,51.502820,-0.119267,Male,18-24,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T16:33:00+00:00,False,,51.592036,-0.065675,Male,10-17,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T16:40:00+00:00,False,,51.503964,-0.079422,Male,over 34,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T16:40:00+00:00,False,,51.409448,-0.089122,Male,10-17,Asian or Asian British - Indian (A1),Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T16:45:00+00:00,False,,51.556908,-0.298829,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2016-06-26T16:45:00+00:00,False,,51.503964,-0.079422,Male,18-24,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T16:47:00+00:00,False,,51.459724,-0.129158,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T16:50:00+00:00,False,,51.591247,-0.069101,Male,10-17,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Vehicle search,2016-06-26T16:50:00+00:00,False,,51.514527,-0.217654,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T16:50:00+00:00,False,,51.514527,-0.217654,Male,over 34,Not Stated (NS),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T16:50:00+00:00,False,,51.514527,-0.217654,Male,over 34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T16:50:00+00:00,False,,51.524449,-0.057585,Male,10-17,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T16:50:00+00:00,False,,51.524449,-0.057585,Male,10-17,Black or Black British - African (B2),Other,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T16:52:00+00:00,False,,51.456278,-0.111090,Male,,Black or Black British - Caribbean (B1),Black,Firearms Act 1968 (section 47),Firearms,Suspect arrested,,
Person search,2016-06-26T16:55:00+00:00,False,,51.591675,-0.004910,Male,,Not Stated (NS),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T16:55:00+00:00,False,,51.525722,-0.435066,Male,18-24,Mixed - White and Black Caribbean (M1),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T16:55:00+00:00,False,,51.543754,-0.188995,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Local resolution,,
Person search,2016-06-26T17:00:00+00:00,False,,51.412729,-0.307839,Male,over 34,White - White British (W1),White,Criminal Justice Act 1988 (section 139B),Articles for use in criminal damage,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T17:15:00+00:00,False,,51.500210,-0.158232,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,
Person search,2016-06-26T17:15:00+00:00,False,,51.455554,-0.110789,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T17:20:00+00:00,False,,51.456316,-0.111218,Male,10-17,Asian or Asian British - Bangladeshi (A3),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T17:20:00+00:00,False,,51.455554,-0.110789,Male,10-17,Black or Black British - Caribbean (B1),Black,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T17:20:00+00:00,False,,51.549042,-0.117606,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,
Person search,2016-06-26T17:25:00+00:00,False,,51.514527,-0.217654,Male,over 34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T17:26:00+00:00,False,,51.453890,-0.112455,Male,10-17,Black or Black British - Caribbean (B1),Black,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T17:26:00+00:00,False,,51.455196,-0.113107,Male,10-17,Black or Black British - Caribbean (B1),Black,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T17:30:00+00:00,False,,51.510222,0.032155,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,
Person search,2016-06-26T17:30:00+00:00,False,,51.341154,-0.002154,Male,10-17,White - White Irish (W2),White,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T17:35:00+00:00,False,,51.341154,-0.002154,Male,10-17,White - White Irish (W2),White,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T17:35:00+00:00,False,,51.339207,-0.001377,Male,10-17,White - White Irish (W2),White,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
Person search,2016-06-26T18:20:00+00:00,False,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T18:40:00+00:00,False,,51.537611,0.072410,Female,18-24,Not Stated (NS),White,Firearms Act 1968 (section 47),Firearms,Suspect arrested,,
Person search,2016-06-26T18:40:00+00:00,False,,51.572334,0.137428,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T18:40:00+00:00,False,,,,Male,10-17,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T18:41:00+00:00,False,,51.599737,-0.076842,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T18:45:00+00:00,False,,51.537611,0.072410,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Firearms Act 1968 (section 47),Firearms,Suspect arrested,,
Person search,2016-06-26T18:47:00+00:00,False,,51.603441,-0.253957,Male,25-34,White - Any other White ethnic background (W9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,
Person search,2016-06-26T18:49:00+00:00,False,,51.603441,-0.253957,Male,25-34,Mixed - Any other Mixed ethnic background (M9),Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T18:50:00+00:00,False,,51.493203,-0.116191,Male,18-24,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T18:52:00+00:00,False,,51.367842,-0.193617,Male,25-34,Not Stated (NS),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T18:52:00+00:00,False,,51.367842,-0.193617,Female,10-17,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T18:55:00+00:00,False,,51.367842,-0.193617,Male,25-34,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T18:55:00+00:00,False,,51.362183,-0.191728,Male,18-24,White - Any other White ethnic background (W9),White,Criminal Justice Act 1988 (section 139B),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T19:00:00+00:00,False,,51.484282,-0.106707,Male,18-24,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T19:00:00+00:00,False,,51.591675,-0.004910,Male,18-24,Not Stated (NS),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person and Vehicle search,2016-06-26T19:04:00+00:00,False,,51.531836,-0.105672,Male,25-34,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2016-06-26T19:30:00+00:00,False,,51.510184,-0.230159,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T19:42:00+00:00,False,,51.485945,-0.185713,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
Person search,2016-06-26T20:05:00+00:00,False,,51.513096,-0.132593,Male,over 34,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2016-06-26T20:15:00+00:00,False,,51.540325,-0.149619,Male,over 34,White - White Irish (W2),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T20:34:00+00:00,False,,51.457077,-0.019480,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T20:43:00+00:00,False,,51.540169,-0.145977,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,
Person search,2016-06-26T20:50:00+00:00,False,,,,Male,25-34,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T20:50:00+00:00,False,,51.531777,0.085986,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T21:05:00+00:00,False,,51.555818,-0.080138,Male,25-34,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person search,2016-06-26T21:15:00+00:00,False,,,,Male,over 34,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2016-06-26T21:15:00+00:00,False,,51.551221,-0.140306,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,,
Person and Vehicle search,2016-06-26T21:15:00+00:00,False,,51.532467,-0.056825,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T21:20:00+00:00,False,,51.473855,-0.071111,Male,25-34,Not Stated (NS),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2016-06-26T21:20:00+00:00,False,,51.532467,-0.056825,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T21:25:00+00:00,False,,51.532989,-0.073730,Male,over 34,Chinese or other ethnic group - Any other ethnic group (O9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T21:25:00+00:00,False,,51.532989,-0.073730,Male,over 34,Chinese or other ethnic group - Any other ethnic group (O9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T21:40:00+00:00,False,,,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2016-06-26T21:41:00+00:00,False,,51.494401,-0.133213,Male,,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T21:45:00+00:00,False,,51.495318,-0.212223,Male,,Not Stated (NS),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2016-06-26T21:50:00+00:00,False,,51.463986,-0.039408,Male,,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,
